Release_Date,Title,Production company,Cast and crew,Genre
13-Aug-21,Not Going Quietly,Greenwich Entertainment,Nicholas Bruckman (director/screenplay); Amanda Roddy (screenplay),
20-Aug-21,PAW Patrol: The Movie,Paramount Pictures / Nickelodeon Movies / Paramount+,"Cal Brunker (director); Cal Brunker, Bob Barlen, Billy Frolick (screenplay); Iain Armitage, Marsai Martin, Ron Pardo, Yara Shahidi, Kim Kardashian West, Randall Park, Dax Shepard, Tyler Perry, Jimmy Kimmel, Will Brisbin",
20-Aug-21,Reminiscence,Warner Bros. Pictures / FilmNation Entertainment / HBO Max,"Lisa Joy (director/screenplay); Hugh Jackman, Rebecca Ferguson, Thandiwe Newton, Cliff Curtis, Marina de Tavira, Daniel Wu",
20-Aug-21,The Protégé,Lionsgate / Millennium Media / Ingenious Media,"Martin Campbell (director); Richard Wenk (screenplay); Michael Keaton, Maggie Q, Samuel L. Jackson, Robert Patrick",
20-Aug-21,Sweet Girl,Netflix,"Brian Andrew Mendoza (director); Philip Eisner, Gregg Hurwitz (screenplay); Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James, Adria Arjona, Amy Brenneman",
20-Aug-21,The Loud House Movie,Netflix Animation / Nickelodeon Movies,"Dave Needham (director); Asher Bishop, David Tennant, Michelle Gomez, Jill Talley, Brian Stepanek, Catherine Taber, Liliana Mumy, Nika Futterman, Cristina Pucelli, Jessica DiCicco, Grey Griffin, Lara Jill Miller, Katy Townsend, Andre Robinson",
20-Aug-21,The Night House,Searchlight Pictures / TSG Entertainment,"David Bruckner (director); Ben Collins, Luke Piotrowski (screenplay); Rebecca Hall, Sarah Goldberg, Evan Jonigkeit, Stacy Martin, Vondie Curtis-Hall",
20-Aug-21,Flag Day,Metro-Goldwyn-Mayer,"Sean Penn (director); Jez Butterworth, John-Henry Butterworth (screenplay); Dylan Penn, Sean Penn, Katheryn Winnick, Eddie Marsan, Josh Brolin, Regina King",
20-Aug-21,Cryptozoo,Magnolia Pictures,"Dash Shaw (director/screenplay); Lake Bell, Michael Cera, Angeliki Papoulia, Zoe Kazan, Peter Stormare, Grace Zabriskie, Louisa Krause, Thomas Jay Ryan, Alex Karpovsky",
20-Aug-21,Habit,Lionsgate / Voltage Pictures,"Janell Shirtcliff (director); Suki Kaiser (screenplay); Josie Ho, Bella Thorne, Gavin Rossdale, Hana Mae Lee, Paris Jackson",
20-Aug-21,Demonic,IFC Midnight / AGC Studios,"Neill Blomkamp (director/screenplay); Carly Pope, Chris William Martin, Michael Rogers, Nathalie Boltt, Terry Chen",
20-Aug-21,Risen,Vertical Entertainment,"Eddie Arya (director/screenplay); Caroline McQuade, Kenneth Trujillo, Wassim Hawat, Buffy Anne Littaua, Nicole Sharrock, Melissa Brattoni, Anthony Moisset, Marcus Johnson",
23-Aug-21,The Witcher: Nightmare of the Wolf,Netflix / Studio Mir,"Kwang Il Han (director); Beau DeMayo (screenplay); Theo James, Lara Pulver, Graham McTavish, Mary McDonnell",
25-Aug-21,Really Love,Netflix,"Angel Kristi Williams (director/screenplay); Felicia Pride (screenplay); Kofi Siriboe, Yootha Wong-Loi-Sing, Blair Underwood, Uzo Aduba, Tristan Wilds",
27-Aug-21,Candyman,Universal Pictures / Metro-Goldwyn-Mayer / Bron Creative / Monkeypaw Productions,"Nia DaCosta (director/screenplay); Jordan Peele, Win Rosenfeld (screenplay); Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett, Colman Domingo, Kyle Kaminsky, Vanessa Estelle Williams",
27-Aug-21,Vacation Friends,Hulu / 20th Century Studios,"Clay Tarver (director/screenplay); Tom Mullen, Tim Mullen, Jonathan Goldstein, John Francis Daley (screenplay); John Cena, Lil Rel Howery, Yvonne Orji, Meredith Hagner, Lynn Whitfield, Andrew Bachelor",
27-Aug-21,He's All That,Netflix / Miramax,"Mark Waters (director); R. Lee Fleming (screenplay); Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook, Peyton Meyer, Matthew Lillard",
27-Aug-21,No Man of God,RLJE Films,"Amber Sealey (director); C. Robert Cargill (screenplay); Elijah Wood, Luke Kirby, Aleksa Palladino, Robert Patrick",
27-Aug-21,Rushed,Vertical Entertainment,"Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay), Siobhan Fallon Hogan, Robert Patrick, Jake Weary, Peri Gilpin",
2-Sep-21,Afterlife of the Party,Netflix,"Stephen Herek (director); Carrie Freedle (screenplay); Victoria Justice, Midori Francis, Timothy Renouf, Adam Garcia, Gloria Garcia, Spencer Sutherland",
3-Sep-21,Shang-Chi and the Legend of the Ten Rings,Marvel Studios,"Destin Daniel Cretton (director/screenplay); David Callaham, Andrew Lanham (screenplay); Simu Liu, Awkwafina, Meng'er Zhang, Fala Chen, Florian Munteanu, Benedict Wong, Michelle Yeoh, Ben Kingsley, Tony Leung",
3-Sep-21,Cinderella,Amazon Studios / Columbia Pictures / Fulwell 73,"Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter",
3-Sep-21,Worth,Netflix,"Sara Colangelo (director); Max Borenstein (screenplay); Michael Keaton, Stanley Tucci, Amy Ryan, Tate Donovan, Shunori Ramanathan, Laura Benanti, Marc Maron",
3-Sep-21,The Gateway,Lionsgate,"Michele Civetta (director/screenplay); Alexander Felix Bendaña, Andrew Levitas (screenplay); Shea Whigham, Olivia Munn, Frank Grillo, Bruce Dern, Keith David",
3-Sep-21,Wild Indian,Vertical Entertainment,"Lyle Mitcell Corbine, Jr. (director/screenplay); Michael Greyeyes, Chaske Spencer, Jesse Eisenberg, Kate Bosworth",
3-Sep-21,We Need to Do Something,IFC Films,"Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick, Vinessa Shaw, Pat Healy, Ozzy Osbourne",
10-Sep-21,Kate,Netflix / 87North Productions,"Cedric Nicolas-Troyan (director); Umair Aleem (screenplay); Mary Elizabeth Winstead, Miku Martineau, Woody Harrelson, Tadanobu Asano, Michiel Huisman, Miyavi, Jun Kunimura",
10-Sep-21,Everybody's Talking About Jamie,Amazon Studios / Regency Enterprises / Film4,"Jonathan Butterell (director); Tom MacRae (screenplay); Max Harwood, Sarah Lancashire, Lauren Patel, Shobna Gulati, Ralph Ineson, Adeel Akhtar, Samuel Bottomley, Sharon Horgan, Richard E. Grant",
10-Sep-21,Malignant,Warner Bros. Pictures / New Line Cinema / HBO Max,"James Wan (director); Akela Cooper (screenplay); Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White, Jacqueline McKenzie",
10-Sep-21,Queenpins,STXfilms / AGC Studios,"Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn",
10-Sep-21,The Card Counter,Focus Features,"Paul Schrader (director/screenplay); Oscar Isaac, Tiffany Haddish, Tye Sheridan, Willem Dafoe",
10-Sep-21,Come from Away,Apple TV+ / Entertainment One,"Christopher Ashley (director); Irene Sankoff, David Hein (screenplay); Petrina Bromley, Jenn Colella, De'Lon Grant, Joel Hatch, Tony LePage, Caesar Samayoa, Q. Smith, Astrid Van Wieren, Emily Walton, Jim Walton, Sharon Wheatley, Paul Whitty",
10-Sep-21,The Voyeurs,Amazon Studios,"Michael Mohan (director/screenplay); Sydney Sweeney, Justice Smith, Ben Hardy, Natasha Liu Bordizzo",
10-Sep-21,Small Engine Repair,Vertical Entertainment,"John Pollono (director/screenplay); Jon Bernthal, Shea Whigham, Jordana Spiro, John Pollono, Ciara Bravo, Spencer House",
10-Sep-21,Language Lessons,Shout! Studios,"Natalie Morales (director/screenplay), Mark Duplass (screenplay), Natalie Morales, Mark Duplass, Desean Terry",
10-Sep-21,Show Me the Father,Affirm Films,"Rick Altizer (director); Sherman Smith, Tony Evans, Steven Kendrick, Alex Kendrick, Deland McCullough, Jim Daly, Eddie George",
10-Sep-21,Catch the Bullet,Lionsgate,"Michael Feifer (director); Jerry Robbins (screenplay); Jay Pickett, Peter Facinelli, Tom Skerritt",
10-Sep-21,Dating and New York,IFC Films,"Jonah Feingold (director/screenplay); Francesca Reale, Jaboukie Young-White, Catherine Cohen, Brian Muller, Jerry Ferrara",
10-Sep-21,Bad Candy,Dread,"Scott B. Hansen, Desiree Connell (director/screenplay); Zach Galligan, Derek Russo, Corey Taylor",
12-Sep-21,Generation Wrecks,Futuregraph Entertainment,"Kevin T. Morales (director/screenplay); Victoria Leigh, Bridget McGarry (screenplay); Bridget McGarry, Victoria Leigh, Okieriete Onaodowan, Emily Bergl, Heather Matarazzo",
15-Sep-21,My Son,Peacock / STXfilms,"Christian Carion (director/screenplay); Laurie Irrmann (screenplay); James McAvoy, Claire Foy, Gary Lewis, Tom Cullen",
15-Sep-21,Nightbooks,Netflix / Ghost House Pictures,"David Yarovesky (director); Mikki Daughtry, Tobias Iaconis (screenplay); Winslow Fegley, Lidya Jewett, Krysten Ritter",
17-Sep-21,The Starling,Netflix / Entertainment One,"Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy, Chris O'Dowd, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Loretta Devine, Kevin Kline",
17-Sep-21,The Eyes of Tammy Faye,Searchlight Pictures / TSG Entertainment / Freckle Films / MWM Studios,"Michael Showalter (director); Abe Sylvia (screenplay); Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio",
17-Sep-21,Cry Macho,Warner Bros. Pictures / Malpaso Productions / HBO Max,"Clint Eastwood (director); Nick Schenk, N. Richard Nash (screenplay); Clint Eastwood, Dwight Yoakam, Eduardo Minett",
17-Sep-21,Copshop,Open Road Films,"Joe Carnahan (director/screenplay); Kurt McLeod (screenplay); Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss",
17-Sep-21,Blue Bayou,Focus Features / Entertainment One,"Justin Chon (director/screenplay); Justin Chon, Alicia Vikander, Mark O'Brien, Linh Dan Pham, Sydney Kowalske, Vondie Curtis-Hall, Emory Cohen",
17-Sep-21,Prisoners of the Ghostland,RLJE Films,"Sion Sono (director); Aaron Hendry, Reza Sixo Safai (screenplay); Nicolas Cage, Sofia Boutella, Bill Moseley, Nick Cassavetes, Tak Sakaguchi, Ed Skrein",
17-Sep-21,Best Sellers,Screen Media Films,"Lina Roessler (director); Anthony Grieco (screenplay); Michael Caine, Aubrey Plaza, Scott Speedman, Ellen Wong, Veronica Ferres, Cary Elwes",
17-Sep-21,Lady of the Manor,Lionsgate,"Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán",
17-Sep-21,The Nowhere Inn,IFC Films / Topic Studios,"Bill Benz (director); Annie Clark, Carrie Brownstein (screenplay); Annie Clark, Carrie Brownstein, Dakota Johnson",
17-Sep-21,My Name is Pauli Murray,Amazon Studios / Participant,"Betsy West, Julie Cohen (director); Talleah Bridges McMahon, Julie Cohen, Betsy West, Cinque Northern (screenplay)",
17-Sep-21,The Killing of Kenneth Chamberlain,Gravitas Ventures,"David Midell (director/screenplay); Frankie Faison, Steve O'Connell, Enrico Natale, Ben Marten, LaRoyce Hawkins, Anika Noni Rose",
22-Sep-21,Intrusion,Netflix,"Adam Salky (director); Chris Sparling (screenplay); Freida Pinto, Logan Marshall-Green, Robert John Burke",
24-Sep-21,My Little Pony: A New Generation,Netflix / Entertainment One / Boulder Media,"Robert Cullen, Jose Ucha (directors); Gillian Berrow, Tim Sullivan (screenplay); Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Michael McKean, Phil LaMarr",
24-Sep-21,Dear Evan Hansen,Universal Pictures / Perfect World Pictures,"Stephen Chbosky (director); Steven Levenson (screenplay); Ben Platt, Kaitlyn Dever, Amandla Stenberg, Nik Dodani, Colton Ryan, Danny Pino, Julianne Moore, Amy Adams",
24-Sep-21,The Guilty,Netflix / Bold Films / Nine Stories Productions,"Antoine Fuqua (director); Nic Pizzolatto (screenplay); Jake Gyllenhaal, Ethan Hawke, Riley Keough, Christina Vidal, Eli Goree, Da'Vine Joy Randolph, Paul Dano, Peter Sarsgaard",
24-Sep-21,Birds of Paradise,Amazon Studios,"Sarah Adina Smith (director/screenplay); Kristine Froseth, Diana Silvers, Jacqueline Bisset, Stav Strashko",
30-Sep-21,After We Fell,Voltage Pictures,"Castille Landon (director); Sharon Soboil (screenplay); Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Rob Estes, Arielle Kebbel, Chance Perdomo, Frances Turner, Kiana Madeira, Carter Jenkins, Stephen Moyer, Mira Sorvino",
1-Oct-21,Venom: Let There Be Carnage,Columbia Pictures / Marvel Entertainment / Tencent Pictures,"Andy Serkis (director), Kelly Marcel (screenplay); Tom Hardy, Michelle Williams, Naomie Harris, Reid Scott, Stephen Graham, Woody Harrelson",
1-Oct-21,The Many Saints of Newark,Warner Bros. Pictures / New Line Cinema / HBO Films / HBO Max,"Alan Taylor (director); David Chase, Lawrence Konner (screenplay); Alessandro Nivola, Michael Gandolfini, Leslie Odom Jr., Jon Bernthal, Corey Stoll, Billy Magnussen, Michela De Rossi, John Magaro, Ray Liotta, Vera Farmiga",
1-Oct-21,The Addams Family 2,Metro-Goldwyn-Mayer / Bron Creative,"Conrad Vernon, Greg Tiernan (directors); Dan Hernandez, Benji Samit, Ben Queen, Susanna Fogel (screenplay); Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Nick Kroll, Javon Walton, Wallace Shawn, Snoop Dogg, Bette Midler, Bill Hader",
1-Oct-21,Bingo Hell,Amazon Studios / Blumhouse Television,"Gigi Saul Guerrero (director/screenplay); Shane McKenzie, Perry Blackshear (screenplay); L. Scott Caldwell, Adriana Barraza, Joshua Caleb Johnson",
1-Oct-21,Black as Night,Amazon Studios / Blumhouse Television,"Maritte Lee Go (director); Sherman Payne (screenplay); Ashja Cooper, Theodus Crane, Kenneisha Thompson, Al Mitchell",
1-Oct-21,Old Henry,Shout! Studios,"Potsy Ponciroli (director/screenplay); Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins, Stephen Dorff",
1-Oct-21,The Jesus Music,Lionsgate,"Erwin brothers (director); Jon Erwin (screenplay); Amy Grant, Michael W. Smith, TobyMac, Kirk Franklin, Lauren Daigle",
1-Oct-21,Mayday,Magnolia Pictures,"Karen Cinorre (director/screenplay); Grace Van Patten, Mia Goth, Havana Rose Liu, Soko, Juliette Lewis",
4-Oct-21,God's Not Dead: We the People,Pinnacle Peak Pictures,"Vance Null (director); Tommy Blaze (screenplay); David A. R. White, Antonio Sabàto Jr., Francesca Battistelli, William Forsythe, Isaiah Washington, Jeanine Pirro",
6-Oct-21,There's Someone Inside Your House,Netflix / 21 Laps Entertainment,"Patrick Brice (director); Henry Gayden (screenplay); Sydney Park, Theodore Pellerin, Asjha Cooper, Jesse LaTourette, Diego Josef",
8-Oct-21,No Time to Die,Metro-Goldwyn-Mayer / Eon Productions,"Cary Joji Fukunaga (director/screenplay); Neal Purvis and Robert Wade, Phoebe Waller-Bridge (screenplay); Daniel Craig, Rami Malek, Léa Seydoux, Lashana Lynch, Ben Whishaw, Naomie Harris, Billy Magnussen, Ana de Armas, David Dencik, Jeffrey Wright, Christoph Waltz, Ralph Fiennes",
8-Oct-21,Mass,Bleecker Street,"Fran Kranz (director/screenplay); Reed Birney, Ann Dowd, Jason Isaacs, Martha Plimpton",
8-Oct-21,South of Heaven,RLJE Films,"Aharon Keshales (director/screenplay); Navot Papushado, Kai Mark (screenplay); Jason Sudeikis, Evangeline Lilly, Shea Whigham, Mike Colter",
8-Oct-21,The Manor,Amazon Studios / Blumhouse Television,"Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger",
8-Oct-21,Madres,Amazon Studios / Blumhouse Television,"Ryan Zaragoza (director); Marcella Ochoa, Mario Miscione (screenplay); Elpidia Carrillo, Tenoch Huerta",
8-Oct-21,Justin Bieber: Our World,Amazon Studios,"Michael D. Ratner (director); Justin Bieber, Hailey Bieber",
15-Oct-21,Halloween Kills,Universal Pictures / Miramax / Blumhouse Productions / Peacock,"David Gordon Green (director/screenplay); Danny McBride, Scott Teems (screenplay); Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Thomas Mann, Anthony Michael Hall",
15-Oct-21,The Last Duel,20th Century Studios / Scott Free Productions / Pearl Street Films,"Ridley Scott (director); Nicole Holofcener, Ben Affleck, Matt Damon (screenplay); Matt Damon, Adam Driver, Jodie Comer, Ben Affleck",
15-Oct-21,Needle in a Timestack,Lionsgate / Bron Studios,"John Ridley (director/screenplay); Leslie Odom Jr., Freida Pinto, Cynthia Erivo, Orlando Bloom",
15-Oct-21,Hard Luck Love Song,Roadside Attractions,"Justin Corsbie (director/screenplay); Craig Ugoretz (screenplay); Michael Dorman, Sophia Bush, Dermot Mulroney, Eric Roberts, Brian Sacca, Melora Walters, RZA",
15-Oct-21,"Introducing, Selma Blair",Discovery+ / LD Entertainment,Rachel Fleit (director); Selma Blair,
15-Oct-21,The Velvet Underground,Apple TV+ / PolyGram Entertainment,Todd Haynes (director); The Velvet Underground,
20-Oct-21,Night Teeth,Netflix,"Adam Randall (director); Brent Dillon (screenplay); Jorge Lendeborg Jr., Debby Ryan, Lucy Fry, Alfie Allen, Raúl Castillo, Alexander Ludwig",
22-Oct-21,Dune,Warner Bros. Pictures / Legendary Entertainment / HBO Max,"Denis Villeneuve (director/screenplay); Jon Spaihts, Eric Roth (screenplay); Timothee Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgard, Dave Bautista, Stephen McKinley Henderson, Zendaya, Chang Chen, Sharon Duncan-Brewster, Charlotte Rampling, Jason Momoa, Javier Bardem",
22-Oct-21,Ron's Gone Wrong,20th Century Studios / Locksmith Animation / TSG Entertainment,"Sarah Smith, Jean-Philippe Vine (directors); Peter Baynham, Sarah Smith (screenplay); Zach Galifianakis, Jack Dylan Grazer, Ed Helms, Justice Smith, Rob Delaney, Kylie Cantrall, Ricardo Hurtado, Olivia Colman",
22-Oct-21,The French Dispatch,Searchlight Pictures / Indian Paintbrush,"Wes Anderson (director/screenplay); Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet, Lyna Khoudri, Jeffrey Wright, Mathieu Amalric, Stephen Park, Bill Murray, Owen Wilson",
22-Oct-21,The Harder They Fall,Netflix,"Jeymes Samuel (director/screenplay); Boaz Yakin (screenplay); Jonathan Majors, Idris Elba, Zazie Beetz, Regina King, Delroy Lindo, Lakeith Stanfield, RJ Cyler, Danielle Deadwyler, Edi Gathegi, Deon Cole",
22-Oct-21,The Electrical Life of Louis Wain,Amazon Studios / StudioCanal / Film4,"Will Sharpe (director/screenplay); Simon Stephenson (screenplay); Benedict Cumberbatch, Claire Foy, Andrea Riseborough, Toby Jones, Olivia Colman",
22-Oct-21,Warning,Lionsgate,"Agata Alexander (director/screenplay); Jason Kaye, Rob Michaelson (screenplay); Alex Pettyfer, Alice Eve, Annabelle Wallis, Benedict Samuel, Charlotte Le Bon, Thomas Jane",
27-Oct-21,Passing,Netflix / Film4 / Gamechanger Films / Endeavor Content,"Rebecca Hall (director/screenplay); Tessa Thompson, Ruth Negga, André Holland, Bill Camp, Gbenga Akinnagbe, Antoinette Crowe-Legacy, Alexander Skarsgård",
27-Oct-21,Hypnotic,Netflix,"Matt Angel, Suzanne Coote (director); Richard D'Ovidio (screenplay); Kate Siegel, Jason O'Mara, Dulé Hill",
29-Oct-21,Antlers,Searchlight Pictures / TSG Entertainment,"Scott Cooper (director/screenplay); Nick Antosca, C. Henry Chaisson (screenplay); Keri Russell, Jesse Plemons, Jeremy T. Thomas, Graham Greene, Scott Haze, Rory Cochrane, Amy Madigan",
29-Oct-21,Army of Thieves,Netflix / The Stone Quarry,"Matthias Schweighöfer (director); Shay Hatten (screenplay); Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin, Guz Khan, Jonathan Cohen",
29-Oct-21,A Mouthful of Air,Stage 6 Films,"Amy Koppelman (director/screenplay); Amanda Seyfried, Finn Wittrock, Jennifer Carpenter, Michael Gaston, Amy Irving, Paul Giamatti",
29-Oct-21,The Souvenir Part II,A24 / BBC Film,"Joanna Hogg (director/screenplay); Honor Swinton Byrne, Jaygann Ayeh, Richard Ayoade, Ariane Labed, James Spencer Ashworth, Harris Dickinson, Charlie Heaton, Joe Alwyn, Tilda Swinton",
